day,irr
364.76694203614977, 16.111144441777988
364.405499784521, 11.153207743380534
369.8271335589525, 16.621520278377726
367.2970377975512, 10.970930658880626
375.9716518366416, 16.949619030477564
372.71867157198267, 9.257526064581498
372.71867157198267, 11.918771498280137
378.50174759804304, 12.465602751779862
379.2246321013005, 9.36689231528144
383.56193912084575, 11.335484827880435
382.8390546175882, 8.273229808282004
385.7305926306183, 8.783605644881739
384.2848236241033, 7.580576887182353
390.7907841534211, 12.392691917979896
388.98357289527723, 6.414003546382958
393.3208799148225, 6.231726461883049
396.57386017948136, 9.549169399781348
398.3810714376252, 5.575528957683389
392.2365531599362, 7.434755219582435
320.7802874743327, 29.49244060475162
318.53182751540044, 22.235421166306697
